Id,Category
560,16
561,3
562,10
563,12
564,9
565,8
566,9
567,3
568,14
569,8
570,4
571,30
572,9
573,30
574,25
575,10
576,2
577,8
578,10
579,24
580,16
581,3
582,12
583,30
584,14
585,8
586,11
587,3
588,8
589,23
590,8
591,3
592,3
593,16
594,14
595,8
596,8
597,15
598,23
599,3
600,16
601,37
602,8
603,14
604,6
605,3
606,9
607,10
608,11
609,20
610,30
611,17
612,8
613,6
614,3
615,6
616,3
617,30
618,8
619,9
620,30
621,8
622,8
623,19
624,7
625,8
626,32
627,3
628,7
629,8
630,30
631,9
632,3
633,37
634,3
635,26
636,14
637,8
638,3
639,10
640,9
641,7
642,2
643,8
644,19
645,8
646,10
647,8
648,8
649,3
650,3
651,16
652,7
653,12
654,11
655,3
656,10
657,17
658,25
659,6
660,2
661,14
662,8
663,14
664,8
665,8
666,8
667,8
668,16
669,6
670,8
671,30
672,10
673,16
674,14
675,8
676,16
677,9
678,3
679,9
680,25
681,10
682,9
683,28
684,3
685,16
686,47
687,8
688,3
689,26
690,32
691,3
692,8
693,3
694,8
695,8
696,8
697,8
698,3
699,3
700,17
701,14
702,10
703,19
704,10
705,6
706,14
707,14
708,3
709,2
710,6
711,12
712,8
713,19
714,14
715,16
716,23
717,23
718,25
719,6
720,19
721,18
722,16
723,8
724,3
725,9
726,0
727,19
728,2
729,9
730,10
731,11
732,8
733,8
734,2
735,8
736,8
737,2
738,8
739,8
740,17
741,23
742,8
743,8
744,16
745,28
746,30
747,26
748,2
749,16
750,16
751,8
752,8
753,6
754,14
755,10
756,14
757,8
758,6
759,23
760,3
761,16
762,5
763,10
764,6
765,47
766,9
767,2
768,14
769,14
770,9
771,26
772,14
773,14
774,8
775,19
776,8
777,9
778,3
779,26
780,8
781,8
782,8
783,9
784,8
785,3
786,12
787,16
788,8
789,12
790,12
791,25
792,8
793,10
794,19
795,7
796,9
797,15
798,18
799,23
800,6
801,9
802,3
803,8
804,30
805,32
806,8
807,8
808,3
809,28
810,3
811,8
812,8
813,47
814,10
815,14
816,8
817,8
818,9
819,8
820,3
821,9
822,3
823,9
824,12
825,23
826,16
827,2
828,8
829,30
830,8
831,19
832,8
833,3
834,9
835,14
836,3
837,16
838,3
839,16
840,9
841,1
842,8
843,16
844,8
845,6
846,11
847,7
848,14
849,15
850,30
851,12
852,9
853,16
854,16
855,37
856,8
857,10
858,8
859,3
860,26
861,14
862,3
863,26
864,8
865,30
866,30
867,6
868,26
869,16
870,8
871,12
872,7
873,16
874,8
875,8
876,9
877,8
878,8
879,12
880,14
881,8
882,10
883,19
884,3
885,30
886,8
887,30
888,30
889,6
890,16
891,14
892,2
893,9
894,16
895,20
896,30
897,3
898,30
899,9
900,8
901,30
902,8
903,1
904,17
905,25
906,8
907,8
908,3
909,9
910,16
911,11
912,5
913,8
914,8
915,8
916,16
917,8
918,3
919,20
920,8
921,4
922,8
923,8
924,3
925,8
926,18
927,3
928,30
929,6
930,9
931,30
932,12
933,8
934,9
935,8
936,7
937,14
938,30
939,14
940,30
941,6
942,20
943,8
944,8
945,10
946,16
947,11
948,17
949,12
950,14
951,8
952,8
953,9
954,30
955,5
956,3
957,12
958,8
959,14
960,14
961,3
962,16
963,2
964,14
965,3
966,3
967,8
968,23
969,25
970,37
971,37
972,14
973,47
974,8
975,12
976,16
977,11
978,9
979,8
980,28
981,10
982,23
983,8
984,8
985,20
986,8
987,8
988,12
989,32
990,25
991,11
992,9
993,12
994,8
995,10
996,3
997,10
998,14
999,16
1000,14
1001,16
1002,2
1003,8
1004,11
1005,16
1006,8
1007,8
1008,14
1009,2
1010,10
1011,16
1012,8
1013,32
1014,3
1015,16
1016,23
1017,16
1018,19
1019,3
1020,7
1021,9
1022,8
1023,6
1024,3
1025,8
1026,30
1027,14
1028,14
1029,3
1030,26
1031,9
1032,16
1033,8
1034,47
1035,9
1036,8
1037,9
1038,8
1039,3
1040,14
1041,11
1042,26
1043,8
1044,8
1045,5
1046,3
1047,3
1048,24
1049,32
1050,30
1051,6
1052,3
1053,8
1054,11
1055,11
1056,8
1057,8
1058,7
1059,5
1060,9
1061,7
1062,8
1063,28
1064,3
1065,16
1066,26
1067,7
1068,3
1069,8
1070,3
1071,16
1072,8
1073,4
1074,16
1075,8
1076,6
1077,3
1078,11
1079,8
1080,16
1081,2
1082,8
1083,16
1084,3
1085,8
1086,11
1087,6
1088,6
1089,47
1090,9
1091,9
1092,7
1093,8
1094,25
1095,8
1096,19
1097,16
1098,8
1099,8
1100,8
1101,30
1102,8
1103,3
1104,25
1105,20
1106,23
1107,26
1108,28
1109,17
1110,28
1111,9
1112,10
1113,18
1114,28
1115,14
1116,16
1117,8
1118,26
1119,10
1120,16
1121,8
1122,3
1123,16
1124,10
1125,10
1126,30
1127,9
1128,14
1129,10
1130,8
1131,12
1132,9
1133,16
1134,3
1135,12
1136,3
1137,25
1138,8
1139,8
1140,6
1141,8
1142,3
1143,6
1144,32
1145,26
1146,14
1147,3
1148,23
1149,30
1150,30
1151,9
1152,3
1153,30
1154,3
1155,8
1156,8
1157,8
1158,30
1159,26
1160,8
1161,7
1162,3
1163,30
1164,9
1165,11
1166,15
1167,3
1168,8
1169,11
1170,10
1171,19
1172,11
1173,23
1174,3
1175,14
1176,8
1177,30
1178,8
1179,6
1180,8
1181,9
1182,3
1183,3
1184,19
1185,11
1186,8
1187,16
1188,3
1189,30
1190,20
1191,9
1192,3
1193,6
1194,6
1195,8
1196,6
1197,8
1198,9
1199,3
1200,7
1201,14
1202,32
1203,8
1204,8
1205,32
1206,9
1207,8
1208,16
1209,9
1210,6
1211,16
1212,6
1213,7
1214,19
1215,8
1216,11
1217,9
1218,30
1219,8
1220,10
1221,8
1222,26
1223,30
1224,11
1225,9
1226,3
1227,12
1228,6
1229,30
1230,9
1231,7
1232,14
1233,3
1234,3
1235,10
1236,26
1237,10
1238,10
1239,8
1240,10
1241,8
1242,25
1243,26
1244,8
1245,3
1246,8
1247,8
1248,6
1249,12
1250,30
1251,30
1252,10
1253,6
1254,14
1255,8
1256,8
1257,3
1258,3
1259,30
1260,6
1261,1
1262,14
1263,8
1264,16
1265,9
1266,26
1267,3
1268,3
1269,11
1270,3
1271,6
1272,23
1273,16
1274,8
1275,3
1276,8
1277,1
1278,9
1279,8
1280,30
1281,17
1282,8
1283,3
1284,26
1285,14
1286,30
1287,3
1288,8
1289,12
1290,10
1291,16
1292,14
1293,32
1294,8
1295,26
1296,17
1297,14
1298,12
1299,9
1300,1
1301,3
1302,16
1303,9
1304,10
1305,8
1306,8
1307,30
1308,28
1309,9
1310,7
1311,6
1312,8
1313,37
1314,3
1315,30
1316,2
1317,12
1318,8
1319,3
1320,30
1321,9
1322,16
1323,3
1324,26
1325,8
1326,8
1327,8
1328,16
1329,25
1330,12
1331,23
1332,3
1333,3
1334,15
1335,30
1336,3
1337,32
1338,14
1339,8
1340,32
1341,30
1342,9
1343,5
1344,25
1345,12
1346,30
1347,6
1348,8
1349,10
1350,19
1351,8
1352,8
1353,17
1354,3
1355,6
1356,30
1357,30
1358,14
1359,16
1360,11
1361,30
1362,12
1363,30
1364,8
1365,37
1366,10
1367,11
1368,2
1369,16
1370,8
1371,14
1372,4
1373,8
1374,6
1375,30
1376,8
1377,8
1378,16
1379,3
1380,8
1381,26
1382,3
1383,14
1384,8
1385,8
1386,35
1387,30
1388,8
1389,14
1390,30
1391,8
1392,3
1393,9
1394,30
1395,11
1396,25
1397,7
1398,14
1399,3
1400,35
1401,6
1402,11
1403,8
1404,30
1405,18
1406,14
1407,8
1408,12
1409,6
1410,9
1411,25
1412,8
1413,11
1414,5
1415,5
1416,8
1417,8
1418,3
1419,28
1420,16
1421,16
1422,8
1423,3
1424,8
1425,10
1426,11
1427,3
1428,3
1429,8
1430,8
1431,20
1432,8
1433,3
1434,8
1435,11
1436,26
1437,11
1438,8
1439,12
1440,3
1441,14
1442,14
1443,23
1444,30
1445,11
1446,3
1447,23
1448,30
1449,8
1450,30
1451,6
1452,10
1453,14
1454,28
1455,3
1456,20
1457,6
1458,9
1459,11
1460,30
1461,30
1462,16
1463,8
1464,21
1465,3
1466,40
1467,8
1468,3
1469,3
1470,3
1471,2
1472,12
1473,37
1474,46
1475,9
1476,25
1477,6
1478,9
1479,9
1480,30
1481,20
1482,9
1483,8
1484,8
1485,8
1486,6
1487,3
1488,3
1489,16
1490,8
1491,14
1492,10
1493,12
1494,11
1495,8
1496,30
1497,8
1498,17
1499,26
1500,18
1501,11
1502,16
1503,30
1504,8
1505,8
1506,6
1507,25
1508,16
1509,25
1510,7
1511,3
1512,16
1513,14
1514,6
1515,3
1516,19
1517,9
1518,3
1519,14
1520,9
1521,26
1522,6
1523,8
1524,8
1525,11
1526,17
1527,9
1528,14
1529,6
1530,14
1531,5
1532,8
1533,8
1534,11
1535,16
1536,8
1537,2
1538,8
1539,30
1540,6
1541,14
1542,19
1543,8
1544,19
1545,2
1546,8
1547,6
1548,30
1549,8
1550,15
1551,10
1552,16
1553,3
1554,12
1555,8
1556,3
1557,3
1558,16
1559,30
1560,14
1561,11
1562,19
1563,3
1564,32
1565,30
1566,8
1567,12
1568,3
1569,14
1570,4
1571,12
1572,30
1573,12
1574,8
1575,8
1576,11
1577,8
1578,3
1579,8
1580,9
1581,37
1582,25
1583,11
1584,30
1585,3
1586,8
1587,19
1588,3
1589,12
1590,30
1591,8
1592,9
1593,6
1594,40
1595,8
1596,8
1597,8
1598,10
1599,10
1600,34
1601,8
1602,3
1603,10
1604,9
1605,10
1606,8
1607,8
1608,2
1609,6
1610,14
1611,23
1612,8
1613,9
1614,3
1615,2
1616,3
1617,4
1618,8
1619,9
1620,6
1621,9
1622,14
1623,8
1624,20
1625,11
1626,3
1627,37
1628,3
1629,9
1630,26
1631,3
1632,8
1633,19
1634,8
1635,14
1636,8
1637,8
1638,8
1639,3
1640,30
1641,30
1642,23
1643,8
1644,30
1645,9
1646,30
1647,12
1648,25
1649,6
1650,8
1651,47
1652,3
1653,8
1654,8
1655,6
1656,7
1657,10
1658,8
1659,8
1660,8
1661,14
1662,6
1663,3
1664,2
1665,30
1666,2
1667,14
1668,8
1669,28
1670,40
1671,10
1672,30
1673,16
1674,8
1675,14
1676,25
1677,30
1678,35
1679,3
1680,9
1681,3
1682,12
1683,11
1684,30
1685,11
1686,3
1687,16
1688,16
1689,3
1690,8
1691,6
1692,8
1693,25
1694,8
1695,10
1696,26
1697,8
1698,14
1699,11
1700,30
1701,8
1702,11
1703,8
1704,12
1705,20
1706,8
1707,8
1708,10
1709,14
1710,32
1711,11
1712,6
1713,7
1714,14
1715,8
1716,8
1717,7
1718,8
1719,9
1720,16
1721,8
1722,8
1723,28
1724,14
1725,2
1726,3
1727,25
1728,30
1729,11
1730,3
1731,16
1732,30
1733,12
1734,8
1735,9
1736,3
1737,6
1738,8
1739,2
1740,14
1741,10
1742,26
1743,16
1744,25
1745,8
1746,30
1747,3
1748,8
1749,30
1750,8
1751,30
1752,9
1753,11
1754,18
1755,3
1756,28
1757,8
1758,14
1759,30
1760,8
1761,32
1762,14
1763,16
1764,8
1765,9
1766,26
1767,3
1768,11
1769,3
1770,8
1771,10
1772,9
1773,8
1774,8
1775,2
1776,8
1777,19
1778,5
1779,32
1780,10
1781,10
1782,3
1783,6
1784,18
1785,12
1786,11
1787,40
1788,8
1789,16
1790,9
1791,1
1792,14
1793,16
1794,3
1795,3
1796,4
1797,3
1798,14
1799,23
1800,3
1801,7
1802,16
1803,30
1804,14
1805,16
1806,30
1807,11
1808,8
1809,9
1810,8
1811,28
1812,12
1813,30
1814,1
1815,25
1816,2
1817,8
1818,19
1819,7
1820,30
1821,8
1822,10
1823,7
1824,14
1825,14
1826,8
1827,20
1828,35
1829,7
1830,0
1831,8
1832,16
1833,7
1834,12
1835,3
1836,6
1837,8
1838,30
1839,8
1840,14
1841,20
1842,32
1843,5
1844,16
1845,14
1846,3
1847,9
1848,8
1849,11
1850,12
1851,8
1852,19
1853,9
1854,30
1855,6
1856,8
1857,9
1858,3
1859,9
1860,8
1861,14
1862,14
1863,3
1864,16
1865,8
1866,30
1867,26
1868,3
1869,8
1870,14
1871,8
1872,17
1873,9
1874,8
1875,30
1876,8
1877,11
1878,8
1879,8
1880,10
1881,8
1882,4
1883,9
1884,4
1885,6
1886,6
1887,14
1888,15
1889,3
1890,7
1891,3
1892,25
1893,9
1894,9
1895,18
1896,14
1897,6
1898,3
1899,12
1900,8
1901,4
1902,6
1903,20
1904,8
1905,8
1906,16
1907,9
1908,8
1909,6
1910,6
1911,8
1912,12
1913,30
1914,18
1915,16
1916,8
1917,3
1918,30
1919,8
1920,30
1921,3
1922,8
1923,3
1924,8
1925,6
1926,8
1927,9
1928,17
1929,16
1930,14
1931,30
1932,2
1933,8
1934,8
1935,8
1936,6
1937,6
1938,14
1939,8
1940,26
1941,9
1942,9
1943,10
1944,8
1945,14
1946,6
1947,8
1948,19
1949,11
1950,25
1951,30
1952,16
1953,9
1954,9
1955,9
1956,8
1957,3
1958,8
1959,25
1960,8
1961,23
1962,26
1963,8
1964,7
1965,11
1966,8
1967,14
1968,9
1969,8
1970,10
1971,8
1972,14
1973,32
1974,30
1975,9
1976,3
1977,7
1978,11
1979,8
1980,11
1981,17
1982,10
1983,10
1984,10
1985,16
1986,30
1987,1
1988,19
1989,8
1990,25
1991,23
1992,8
1993,8
1994,16
1995,8
1996,3
1997,8
1998,8
1999,16
2000,11
2001,7
2002,30
2003,9
2004,16
2005,8
2006,8
2007,8
2008,8
2009,9
2010,9
2011,14
2012,11
2013,8
2014,3
2015,14
2016,8
2017,8
2018,3
2019,8
2020,16
2021,16
2022,3
2023,9
2024,10
2025,14
2026,10
2027,8
2028,8
2029,14
2030,32
2031,8
2032,9
2033,16
2034,8
2035,8
2036,3
2037,16
2038,9
2039,2
2040,9
2041,9
2042,5
2043,14
2044,4
2045,25
2046,8
2047,30
2048,8
2049,16
2050,20
2051,8
2052,8
2053,12
2054,8
2055,11
2056,8
2057,12
2058,24
2059,14
2060,7
2061,10
2062,10
2063,16
2064,6
2065,11
2066,6
2067,7
2068,8
2069,8
2070,5
2071,2
2072,37
2073,14
2074,14
2075,16
2076,8
2077,30
2078,35
2079,8
2080,6
2081,3
2082,3
2083,6
2084,9
2085,25
2086,7
2087,11
2088,30
2089,16
2090,30
2091,25
2092,16
2093,1
2094,8
2095,26
2096,10
2097,8
2098,14
2099,30
2100,11
2101,9
2102,10
2103,10
2104,8
2105,8
2106,17
2107,14
2108,30
2109,10
2110,8
2111,20
2112,9
2113,28
2114,8
2115,5
2116,16
2117,30
2118,17
2119,8
2120,17
2121,11
2122,23
2123,10
2124,8
2125,19
2126,16
2127,9
2128,19
2129,30
2130,30
2131,9
2132,5
2133,8
2134,16
2135,32
2136,10
2137,6
2138,14
2139,28
2140,10
2141,16
2142,6
2143,9
2144,8
2145,16
2146,16
2147,8
2148,37
2149,3
2150,7
2151,3
2152,27
2153,8
2154,9
2155,30
2156,12
2157,30
2158,19
2159,14
2160,11
2161,30
2162,6
2163,20
2164,8
2165,14
2166,16
2167,4
2168,16
2169,11
2170,11
2171,19
2172,25
2173,3
2174,3
2175,14
2176,8
2177,8
2178,8
2179,26
2180,30
2181,7
2182,9
2183,14
2184,11
2185,8
2186,10
2187,8
2188,11
2189,8
2190,14
2191,8
2192,14
2193,16
2194,8
2195,15
2196,18
2197,30
2198,14
2199,6
2200,8
2201,8
2202,11
2203,25
2204,8
2205,10
2206,8
2207,30
2208,15
2209,18
2210,30
2211,19
2212,8
2213,9
2214,14
2215,8
2216,8
2217,37
2218,10
2219,3
2220,2
2221,3
2222,9
2223,17
2224,11
2225,8
2226,14
2227,19
2228,9
2229,8
2230,2
2231,12
2232,14
2233,6
2234,8
2235,16
2236,2
2237,9
2238,14
2239,9
2240,9
2241,8
2242,47
2243,32
2244,9
2245,19
2246,20
2247,30
2248,30
2249,4
2250,2
2251,15
2252,8
2253,3
2254,8
2255,10
2256,3
2257,30
2258,17
2259,6
2260,11
2261,8
2262,8
2263,3
2264,3
2265,3
2266,3
2267,25
2268,19
2269,23
2270,30
2271,3
2272,17
2273,9
2274,9
2275,6
2276,25
2277,8
2278,3
2279,8
2280,17
2281,10
2282,14
2283,11
2284,9
2285,3
2286,8
2287,19
2288,8
2289,9
2290,8
2291,8
2292,8
2293,3
2294,20
2295,47
2296,3
2297,9
2298,8
2299,16
2300,25
2301,16
2302,11
2303,4
2304,32
2305,8
2306,8
2307,2
2308,14
2309,4
2310,6
2311,12
2312,8
2313,8
2314,30
2315,9
2316,14
2317,35
2318,6
2319,30
2320,12
2321,8
2322,14
2323,16
2324,10
2325,9
2326,6
2327,8
2328,31
2329,37
2330,3
2331,7
2332,8
2333,12
2334,16
2335,8
2336,9
2337,14
2338,8
2339,8
2340,31
2341,11
2342,12
2343,8
2344,1
2345,8
2346,2
2347,8
2348,3
2349,8
2350,8
2351,30
2352,6
2353,37
2354,5
2355,10
2356,8
2357,3
2358,8
2359,3
2360,9
2361,25
2362,14
2363,16
2364,3
2365,4
2366,9
2367,8
2368,3
2369,10
2370,8
2371,8
2372,12
2373,30
2374,3
2375,30
2376,11
2377,11
2378,8
2379,30
2380,14
2381,3
2382,9
2383,14
2384,30
2385,14
2386,37
2387,10
2388,16
2389,8
2390,8
2391,30
2392,25
2393,3
2394,8
2395,9
2396,8
2397,8
2398,8
2399,3
2400,16
2401,19
2402,3
2403,8
2404,2
2405,26
2406,23
2407,7
2408,8
2409,11
2410,11
2411,16
2412,17
2413,12
2414,11
2415,3
2416,1
2417,9
2418,8
2419,9
2420,14
2421,8
2422,16
2423,24
2424,30
2425,32
2426,8
2427,16
2428,11
2429,3
2430,25
2431,8
2432,7
2433,28
2434,10
2435,15
2436,3
2437,8
2438,10
2439,10
2440,8
2441,11
2442,25
2443,8
2444,8
2445,10
2446,9
2447,8
2448,23
2449,19
2450,47
2451,35
2452,8
2453,16
2454,23
2455,26
2456,40
2457,28
2458,8
2459,3
2460,12
2461,7
2462,19
2463,8
2464,2
2465,14
2466,8
2467,3
2468,9
2469,16
2470,11
2471,9
2472,8
2473,3
2474,9
2475,20
2476,16
2477,26
2478,6
2479,10
2480,25
2481,15
2482,30
2483,32
2484,32
2485,20
2486,14
2487,19
2488,11
2489,9
2490,10
2491,3
2492,9
2493,20
2494,9
2495,8
2496,5
2497,8
2498,8
2499,26
2500,11
2501,2
2502,9
2503,3
2504,9
2505,9
2506,12
2507,11
2508,19
2509,30
2510,12
2511,8
2512,25
2513,11
2514,11
2515,8
2516,12
2517,8
2518,7
2519,30
2520,14
2521,3
2522,8
2523,6
2524,3
2525,26
2526,8
2527,8
2528,11
2529,17
2530,8
2531,3
2532,3
2533,14
2534,8
2535,14
2536,14
2537,9
2538,9
2539,8
2540,9
2541,6
2542,8
2543,12
2544,32
2545,1
2546,3
2547,3
2548,4
2549,34
2550,6
2551,5
2552,12
2553,8
2554,10
2555,30
2556,8
2557,26
2558,8
2559,12
2560,8
2561,8
2562,8
2563,7
2564,11
2565,8
2566,3
2567,25
2568,11
2569,8
2570,3
2571,11
2572,46
2573,11
2574,9
2575,26
2576,14
2577,3
2578,3
2579,9
2580,32
2581,11
2582,7
2583,30
2584,8
2585,12
2586,23
2587,10
2588,8
2589,12
2590,16
2591,32
2592,8
2593,8
2594,4
2595,30
2596,30
2597,17
2598,7
2599,4
2600,10
2601,8
2602,11
2603,16
2604,14
2605,14
2606,3
2607,6
2608,9
2609,23
2610,9
2611,8
2612,14
2613,8
2614,14
2615,10
2616,3
2617,30
2618,6
2619,6
2620,8
2621,19
2622,8
2623,8
2624,14
2625,6
2626,16
2627,8
2628,11
2629,6
2630,8
2631,10
2632,11
2633,8
2634,7
2635,6
2636,3
2637,14
2638,11
2639,2
2640,16
2641,9
2642,8
2643,12
2644,8
2645,8
2646,8
2647,17
2648,20
2649,30
2650,6
2651,14
2652,20
2653,11
2654,8
2655,3
2656,18
2657,3
2658,12
2659,8
2660,30
2661,3
2662,14
2663,25
2664,11
2665,32
2666,3
2667,10
2668,8
2669,32
2670,30
2671,16
2672,8
2673,14
2674,14
2675,6
2676,26
2677,30
2678,14
2679,30
2680,3
2681,3
2682,37
2683,10
2684,8
2685,14
2686,14
2687,40
2688,8
2689,8
2690,8
2691,10
2692,8
2693,5
2694,8
2695,7
2696,39
2697,8
2698,3
2699,30
2700,12
2701,3
2702,32
2703,8
2704,3
2705,19
2706,14
2707,16
2708,16
2709,8
2710,10
2711,14
2712,8
2713,8
2714,2
2715,3
2716,23
2717,30
2718,37
2719,3
2720,1
2721,12
2722,8
2723,25
2724,3
2725,14
2726,9
2727,3
2728,9
2729,16
2730,11
2731,6
2732,8
2733,25
2734,19
2735,8
2736,8
2737,30
2738,9
2739,8
2740,6
2741,18
2742,8
2743,16
2744,10
2745,3
2746,30
2747,3
2748,1
2749,9
2750,11
2751,10
2752,3
2753,2
2754,8
2755,8
2756,11
2757,8
2758,8
2759,8
2760,8
2761,16
2762,8
2763,3
2764,8
2765,37
2766,9
2767,6
2768,37
2769,6
2770,5
2771,2
2772,12
2773,20
2774,14
2775,30
2776,3
2777,30
2778,8
2779,3
2780,30
2781,9
2782,16
2783,12
2784,30
2785,26
2786,8
2787,31
2788,12
2789,8
2790,6
2791,8
2792,19
2793,30
2794,8
2795,3
2796,26
2797,3
2798,6
2799,8
2800,6
2801,8
2802,22
2803,8
2804,14
2805,9
2806,3
2807,6
2808,28
2809,30
2810,9
2811,12
2812,10
2813,8
2814,8
2815,11
2816,30
2817,32
2818,14
2819,17
2820,6
2821,22
2822,14
2823,3
2824,18
2825,3
2826,8
2827,26
2828,9
2829,3
2830,32
2831,26
2832,3
2833,37
2834,16
2835,8
2836,8
2837,6
2838,19
2839,8
2840,37
2841,8
2842,8
2843,23
2844,2
2845,8
2846,19
2847,7
2848,6
2849,3
2850,3
2851,6
2852,10
2853,14
2854,10
2855,30
2856,30
2857,10
2858,9
2859,16
2860,3
2861,8
2862,16
2863,6
2864,8
2865,7
2866,8
2867,6
2868,7
2869,19
2870,28
2871,8
2872,14
2873,28
2874,16
2875,8
2876,30
2877,10
2878,6
2879,8
2880,16
2881,8
2882,9
2883,8
2884,6
2885,12
2886,8
2887,30
2888,7
2889,8
2890,30
2891,10
2892,3
2893,8
2894,36
2895,6
2896,14
2897,3
2898,11
2899,8
2900,8
2901,9
2902,14
2903,8
2904,14
2905,8
2906,3
2907,6
2908,11
2909,7
2910,8
2911,6
2912,6
2913,10
2914,30
2915,8
2916,25
2917,10
2918,18
2919,10
2920,16
2921,11
2922,30
2923,8
2924,8
2925,1
2926,5
2927,8
2928,12
2929,14
2930,8
2931,11
2932,8
2933,11
2934,10
2935,11
2936,8
2937,16
2938,8
2939,24
2940,30
2941,10
2942,16
2943,8
2944,30
2945,19
2946,16
2947,30
2948,3
2949,19
2950,6
2951,30
2952,8
2953,30
2954,7
2955,8
2956,14
2957,16
2958,30
